date,user,review
4 August 2019,gway8282,Watch it honestly. My 5th grade sexual harassment class had more relevance then this. And I made the mistake of buying it.
3 August 2019,markbenford,"I had to give this 1 star as it's not possible to give it less. Having avoided it at the Cinema because i knew it was a lost cause i finally watched it tonight...... Why does Thor have 2 functioning eyes? Having been told in Guardians of the galaxy that no one can hold an infinity stone and survive, suddenly everyone can now hold one? Where is the continuity in these films? Luckily this is the last we will ever see of this franchise! Until someone decides to do a remake as there are no original ideas anymore. J.J.Abrams you now have more films to ruin 👍🏻"
11 August 2019,barimaster,"Infinity War by far the best Marvel by a long way. However Endgame half the film was boring and only the last 10 minutes had an resembles to Infinity war.

Thick Thor, Professor Hulk brilliant the rest average."
1 August 2019,mitke013,"Watch this movie, it can be far worse! I understand that Infinity War set a high bar but this one is a joke; time travel, better known as ""deus ex machina"" for lazy writing, is primary thing here that was never explained.

And trust me, that is the least of the problems!

Yes, the effects were nice so hence 2/10 but effects were never so important in Avengers; others at least had some sort of story and action, this one is dull."
20 May 2019,moudekerk-82980,"Acting extremely sub-par, terrible story, and a cheap piece of non directional fan service."
4 May 2019,Paynebyname,"I've just come from watching Endgame and I must say that I am disappointed.

I loved Civil War and I loved Infinity War. When I came out of those films, I knew immediately that they were great and that I wanted to see them again. With Endgame, I'm not sure.

I respect how they were prepared to show the consequences of what Thanos had done but by killing him off so quickly and then them having to do their own stone quest (hadn't we already seen Thanos doing this in IW) it felt slow and lazy. Worse still was that it felt very self-indulgent and attempting to be clever for clever sake.

Like how Back to the Future II considered itself clever for showing the events of the first film but with Marty flitting around behind the scenes to ensure that it all still happened. I know it's meant to be fan pleasing but it really felt like a gimmick and lacking in confidence. Almost like it was saying 'Hey guys, this will make you smile'. If you want to make me smile, concentrate on maintaining the quality of your product rather than directly trying to make me like you.

But the trouble with messing around with timelines and bouncing around is that it makes the audience start asking questions during the film. The linearity that we'd seen in IW and the imminent fast approaching threat is replaced in Endgame with a lack of direction and characters that are earlier versions of who the audience have seen.

In IW we were shown Thanos. He was written to be sympathetic or at least a character that we the audience could understand. He believed in what he was doing and this made him more rounded. But in Endgame, that version is dispatched quickly and we are supplied with a 2014 (?) Thanos who isn't the character we know but is just a token bad guy.

This Thanos hasn't made the sacrifice at Vormire, he isn't the guy that would empathise with Scarlet Witch for what she did to Vision. He has suddenly become a token cut out evil bad guy that needs to be defeated. Hell, the writers even manage to forget their own time loop by saying that this Thanos has learnt that he doesn't want to wipe out 50% anymore because they are too ungrateful. How does he know this when the 2014 Thanos has only just literally arrived in the post wipeout Universe? How has he had time to form the opinion that his previous quest for a 50% cull isn't worthy?

Is this a case of the writers being terrified that they had created a bad guy that people related to or was it a fear that they'd written themselves into a hole? Why go to the effort of creating that character in IW to suddenly kill him off at the beginning of Endgame just for a dramatic punch?

For me, the time travelling and stone gathering wasted time to create unimportant scenes that fundamentally undermine the films that came before. In my opinion it would have been better if they had shown the remaining Avengers preparing to do some Avenging and maintained the single minded linearity of IW of battling towards and reaching a post click Thanos and somehow reversing his work.

The more I think of the film, the more plot holes and frustrations manifest themselves. Thor's drinking and man child antics might have been initially funny but one begins to realise that they are deliberately doing this to clip his wings. Likewise with Hulk, his primordial desire to smash and destroy has been removed to think it out and he has become an embarrassing shadow of his former self.

The thing that is meant to be amazing about the MCU is the world building but inconsistencies have been appearing and there are so many in Endgame that it makes you question whether these two films are written by the same people.

In IW, Thanos is a dangerous and credible threat because he has the infinity stones. He takes on half of the Avengers, Strange and some of the Guardians on Titan and smashes them and then takes on the other half on Wakanda and smashes them. Yet it is Stormbreaker (whose creation we have seen been hard earned by a motivated Thor) that has the power to take down Thanos even when he has a full complement of Infinity Stones.

Yet we roll forward to Endgame and we have literally all the good guys together in one place, Cap with his shield, Tony fully powered up, Scarlet Witch p*ssed and vengeful, Capt Marvel who can seemingly do anything and Thor wielding both Mjolnir AND Stormbreaker and Thanos NOT in possession of the gauntlet, yet they can't defeat him.

It's like the fights in IW were so amazing because the good guys were taking on an unbeatable foe yet here he is now seemingly defeatable by the 'rules' that the writers established . A good example of this would be in IW when Cap is the last man standing before Scarlet Witch and he grabs the gauntlet. You see the look of admiration/respect on Thanos' face that Cap is holding open the gauntlet before he punches him to the ground yet now that scene seems pointless.

The writers for Endgame seem to have been driven to undo everything they did in IW. All the tension, all the sacrifice, all the development of Thanos discarded for well, I don't know what. It makes no sense.

IW had two incredible scenes that used to choke me up. When Cap appears in the train station, the Avengers theme kicks in and Falcon and Widow take down the henchman in a wonderfully choreographed scene. In just that one scene it shows them coming to the rescue, it shows how intuitively they work together and it showcases their heroism.

Likewise when Thor creates Stormbreaker and makes his entrance on Wakanda, I felt it for the journey that Thor has been on. He's had to contend with loss and defeat and humiliation and this is his redemption. Here is a character that has earned his game changing weapon and when he arrives and demands to face a character that everyone else is running away from, I want to punch the air.

But in Endgame, that feels like it has to be corrupted. We can't have Thor being dominant, let's break him and make him a fool. We can't have Thanos being complicated and relatable, let's make him a cut out bad guy. We can't have Hulk being rage fuelled and smashing stuff up, let's make him more sensitive and talking stuff out. We can't have Cap being stoic and heroic, let's have him ridiculing one of his own iconic lines in a silly gimmicky fight with himself and commenting on his butt. We can't have a powerful female character that we're invested in look sexy AND be able to take down Thanos, let's give Scarlet Witch a small part but focus our attention on a female character that hasn't earnt our admiration or desire for revenge.

To be honest, the 'rules of engagement' had been set so well in IW that when in Endgame Thanos massed his ranks against the Avengers and then ALL of the good guys showed up, I was almost expecting the camera to pull away and not show the fight given that it was so obviously going to be an easy win for the good guys.

And as for the big fight scene, it did reek of what DC always manage to do which is just throw everything into an end battle and bludgeon you with CGI and pyrotechnics so that you aren't really sure what is going on.

In the many fights in IW, you knew what was going on, you recognised the combatants, you understood the stakes and you identified the geography of the scene. In Endgame we got one big massive fight where everything was thrown in the pot and it was just assumed by the directors that we would be happy with all the flashing lights. And I have to say that considering that Steve and Tony fell out so hard, and that Tony's criticism of Steve was so unfair, that I really had hoped for more than just a handshake, a muttering of 'no worries' and 'here's your shield'. These guys wrote and directed Civil War, they created the line 'we fell out hard' and hence I had hoped for something deeper and more touching than a handshake.

Steve wrote Tony a letter telling him that when he needed him he'd be there but once again the Iron Man bias had to creep in and once again Tony was the victim and the ultimate hero.

But I think my biggest problem is how the convenient time travelling undermines everything. When a franchise starts retrofitting stuff (like Fury's eye being from a space cat), it's then hard to consider the previous stories.

Having 2014 Gamorra means that all the evolution that we saw her go through in GOTG 1 and 2 is wasted. Having Cap marry Peggy means the pain of his sacrifice, him seeing her in Winter Soldier when she is suffering from Alzheimer's, hell even his blossoming relationship with Sharon Carter is kinda irrelevant. Having seen Thor at last step away from his two weaker origin films into the entertainment of Ragnarok and the redemption in IW leaves us now with a bumbling buffoon.

We know that what makes Captain America what he is, is the serum that makes him a super soldier. That he was transformed from a weakling to a superhuman. Sam Wilson is not a super soldier and he didn't take the serum. He is Falcon. Now maybe in the comics he becomes Cap but Bucky is a super soldier. Is the new Cap going to foil an evil plot and be defeated with a tazer or a knife to the chest? Consider the beatings that Steve has taken and the physical strength that he has shown we can recognise that Sam Wilson does not have that.

I'm sorry to say but the Russo's have dropped the ball. Themselves and their writers have succumbed to their success and their desire to be engineers of political correctness and social change. I thought Endgame would be the high soaring end to this 10 year run of impressive movie entertainment but in the end the writers got carried away, the directors over reached and the studio sacrificed the integrity of their product for a chance to 'educate' us all. A real shame and a wasted opportunity.

Infinity War is clearly the highlight of the last 10 years but even now I fear that repeated viewings will render it pointless considering how the makers decided to fundamentally damage it."
18 August 2019,Maleplatypus,"Mild spoilers ahead: This movie could lose some 60 minutes and nobody would notice (or probably will - it would be more fun). Some great acting wasted. Exponential comic absurdity mixed with cheap philosophy. SFX could be much better for such an epic attempt. Weepy ending with forced pathos ruins everything. I was truly glad when it finally was over. 3 stars for wrapping this up, hopefully for good."
25 May 2019,peter-privilege,Could have been an hour and a half and twice the movie.
11 May 2019,schrotergerman,"The worst movie in the world. the movie goes from being a superhero movie to a comic. Full of errors, ridicule and absurd situations. Horrible!"
14 June 2019,recycledmediaz,This movie was a terrible mess from start to finish.
1 August 2019,roosam,"Horrible, wrapping things up for the sake of wrapping things up. Random stuff thrown together with no meaning or story."
5 May 2019,ngellis-26702,"First off, phenomenal cast. I can't think of another movie that had even half the headlining talent that this one did. Still, it just plain sucked. Terrible dialogue, boring and repetitive special effects, and longer than Gone with the Wind.

Also, I detest Gweneth Paltrow. I'd have given a 2nd star if they'd killed her, but they didn't so I didn't."
3 August 2019,mn-75969,Story is too weak to thrill anyone. the fighter and flying worms from thanos were supposed to die even at no strike. The culminating part (battle) of the movie was childish. 2/3 time was boring and ridiculous overacting scenes
12 July 2019,web-534-393830,"A country desperate to sell itself as a hero, together with current propaganda of misplaced feminism and diversity, Avengers is a shallow cliché that won't be enjoyed by anybody 25 years in the future. And yet here we are, selling confusion to adolescents, regardless their age. Tell me if that slap Gamora (female) gives to StarLord (male) would be nearly acceptable if it has been the other way around? Layers of unethical messages and contradictions that go straight to the midbrain. Unfortunate script for many good actors that participated in this super production designed for super degeneration."
8 June 2019,dagallop,"What a crying shame that a movie that had so many people awaiting its arrival delivered so little. And, it seemed to take forever to deliver that!

I believe that this is one of the most critical reviews I have ever given and believe me, I firmly believe that it is wholly because my expectations were set so high by the franchise that it was pretty much doomed unless it was mind blowingly good.

If the story had had one thread of; 'that was believable' or even an odd; 'that could work' it may have been able to recover but, it doesn't. It doesn't even have a; 'that was cool' at any point either!

It's actually so boring I had finally found a movie I could replenish concessions during and didn't feel like I had missed anything. The reality is that I probably missed some really critical parts but it didn't matter, the movie had lost me long since then.

The entire story was so convoluted that it was just plain terrible. The basic thread was non existent and I agree with many other reviewers that certain characters were pointless.

Synopsis: Infinity wars was mediocre, this isn't. Also, personally, it has done so much harm to the franchise, I for one won't be bothering to spend the 'sizeable' costs involved in cinema excursions for any Avenger related future offering again."
20 May 2019,allanmichael30,Captain America switched with lokki at some point in past and captain never returned. This was more like a soap than action movie.
6 September 2019,hlee-74887,A complete let down as they tried to turn End Game into some family comedy bit. They should have stopped at Infinity War.
7 May 2019,nrjsalodkar,"Let me first tell you that I am a big fan of the marvel movie franchise. Never read any comic book. I generally enjoy superhero movies.

This review would be disliked but I have to say this, this was the worst marvel movie after iron Man 2 for me. Some movies have loopholes in their script but this movie has some script in the loopholes. I guess this movie is getting such high reviews(near fight club and Lord of the rings) as people are emotional about the characters and they would think with their heart and not their brain. But if you actually think about the movie, that is , take your brain with you to the theatre, you would start observing the huge loopholes. And I do want to clear it out that I am not a person who is very picky about the story. I accept some flaws in a movie. But in this movie there are so many flaws that it becomes hardly acceptable. It was so bad that it killed all my interest in future superhero movies."
1 August 2019,jessybessy-at,"So I just waisted 5 precious minutes of my life. This superwoman character is absolutely not credible! Come on, she is not destructible, she has no limits, she can go light years in space and bring on her shoulders a whole spaceship back to earth...no, why make a whole movie, and involve and kill a bunch of other way cooler and believable characters on the way, when you can just use this, the one and only, incredible all-can-do woman and just finish the film in 5 minutes. It makes no sense what you people did there. Even Superman had his limits, and was vulnerable and felt real, we were glad to accept him as a hero, because he felt like one of us. But she, she is nothing like us, humans, so I just don't get it. Sorry, one star for this nonsensical thing you call Avengers: Endgame. And yes, my rating is based on 5 minutes watching, but it is like reading a book - if you don't like the first pages, you won't fall for the rest of it..."
31 July 2019,woah-24491,"The only good thing about this movie is the nostalgia of old marvel movies,the time travel logic is stupid and its extremely boring just 2 hours of people morning then 45 minutes of cgi,its a disgrace to movies for this movie to be this high"
30 July 2019,abtgeorgia,"It was normal movie but captain marvel ruined it. She was, very overpowered and she was strongest character. Adding her in this movie was very big mistake plot was coll tho but it wqs ruined by capitan marvel"
5 August 2019,romanelpidio,Soooooo bouring !! called action movie ??? seriously ! it is actually a sleeping pills !
10 July 2019,Navitza,"Quantity over quality. The whole Avengers series is based on this principle and therefore, the finale rating that this series deserves is 1."
20 May 2019,sophiabrown-43038,"Did i watch the same movie as everyone else? why are so many people leaving such high ratings for this movie? i guess it being the end of it factors in, but it just wasn't a good film. some good parts, but they take up like 3% of the film."
12 August 2019,me-08123,"3hrs of zooming around jumping through time, with stops for flat emotional diatribes . Then an end battle where the actors who are retiring were given a story exit. Blah blah. At least 'infinity war' had more laughs and a few nerdgasm scenes like Thor arriving in wakanda. End game looks and feels like a money extraction excercise . Perhaps they should have made this into a trilogy with part one thanos winning (2hrs), part 2 all about the emotional distress and how messed up things are (2hrs), then part 3 how they sort stuff out (2hrs). A bit like the first star wars trilogy . Overall meh"
16 August 2019,FahimShahriar45,"I really liked Infinity war,but endgame is so much boring. Thor and Hulk were totally wasted.Average CGI and actions.Some dialogues felt forced and totally unnecessary.I expected more from marvel. The Infinity war ending was much better and epic.I will take endgame as an alternate ending"
30 July 2019,airfieldinvestigations,"About as bad as it gets - even worse than Captain Marvel and I thought that was bad

save your money give this a mess a miss"
3 August 2019,usamasight,If you are a 7 years old kid or you have a 7 years old mind you will love this movie ...
2 August 2019,gevans209,Seriously I am actually convinced now that nobody in the industry knows how to write an ending. they are so focused on leaving plot opening for a possible future opportunity that they cant give a satisfying ending! Game of thrones and the decline of Stranger things to mention a few.
20 May 2019,viktor-12087,Didn't like this marvel movie and I didn't like the others
29 June 2019,dausdaus,Just some super heroes whining the whole movie. Such an example!
3 August 2019,mahdikey,Full of mistakes and Weaknesses this movie violated Previous marvel movies.
20 June 2019,bdmunck,"I have watched the movie when it was just released. A couple of months later and I was looking at the reviews. I cannot believe all the 10/10 scores for this movie.

Personally I was extremely disappointed with this final movie. Infinity war was an amazing good movie, end game delivers a very simple story based on the time machine concept with plenty of flaws. While I understand the hype and the popularity of the MCU the movie was not bringing me what I was hoping for. There is no further clarification of what led to this movie. The new hulk is another example what I believe was too far fetched. But I don't think I should continue. Surely it is a must see, but for me remains Endgame one of the less convincing movie of this long series of movies brought to us in the las ten years."
17 August 2019,luukasleohietanen,So boring and predictable story with cringe moments such a dissapointment
8 July 2019,nptscherlund,There's There will be blood and more recently Leave No Trace. And then there's this crap. Acting that makes my eyes hurt and a story so bad I just want to stop watching (which I did). It's movies like this that makes me lose faith in the art of film making. And the rating 8.7 just makes me wanna stop talking to people. What a waste of money...
11 August 2019,Ratisbonanza,"...only to - after almost 2.5 hours of boring preparation - end up in a happy ending and of course more CGI laden version of ""Avengers: Infinity war"" with all the protagonists ever to have been in Marvel movies appearing on screen in a CGI festival which shows the true dilemma of modern movie making and the the Marvel world in special. They wanna pack it all in and in the end they get nothing, mixing it all up in a terrible way. We suddenly have Captain America to hold Mjölnir, Pepper Potts got a suit and fights (aargh!),Scarlet Witch seems to be the most dangerous opponent to Thanos, Thanos being apparently stronger without the stones (so don't go for them, dumb ass!) and among that all we have valkyrie riding her winged horse, just to mention a few. The only good scenes are the ones with Thor, and they are also the only ones where the emotional side is delivered in a believable way. Which is also a hint where the true magic of such movies _could_ be: telling stories of myths and magic, and not CGI overkill movies. Sadly, that's what we got once more, and the typical US approach anyway. So, this movie is nothing but 2.5 hours of time waste to end up in roughly 20 minutes of senseless CGI pseudo battle. If you watch it to be able to judge for yourself and get another idea of contemporary movie making, you can do that while making the dishes or doing something else useful in parallel."
10 August 2019,rmills411,"It was a fairly entertaining film for the first couple of hours (probably worth a 6 or 7), with a few exceptions, - not least the abomination of making Thor a fat drunken slob. Then it slowly became apparent that this was all about shedding the old traditional heroes (as originally written) and replacing them with politically correct versions as per the recent trend. I'm sure it will appeal to enough millennials to make tons of money, but I suspect that this is where I get off. If the PC brigade want ethnic minority and female heroes, - why not create new ones instead of corrupting the original stories. Until they add a White (or Black) Widower, male Captain Marvel (as per the original stories) or a white panther, etc., for balance. Which, I'm guessing, is no time soon."
29 July 2019,lazejordanov,Wost movie ever seen total waste of time no action no nothing just bad bad bad bad
29 July 2019,onlinevirtual,"What's this dribble, there's about 30 minutes of action and it's a predictable boring at that and overall mind numbing silly movie , all but this one are okay , what agenda are the feminists pushing as they try going woke and ending up broke. Shame ,hope you downloaded it and were not shammed out of any money to watch..."
25 July 2019,viqarakram,What have all these peeps seen in this movie i was soooo bored i fell asleep its a waste of3 hours of my life...pls dont waste ur 3 hrs on this
23 July 2019,BigKlevice,"This film is so garbage I can't even comprehend it, none of the ""emotional""scenes don't even make a tear shed at all, Tony Stark's death was terribly written and acted out, Robert Downey Jr.'s performance is horrid. The action scenes are slow and drawn out, and the ending scene is completely disappointing. This is a very inadequate superhero film compared to others such as The Incredible Hulk (2003) and Steel (1997). To sum it up a terrible example of Marvel's avengers."
18 May 2019,miller420,Really? Peggy had a family. And what about Bucky??
1 August 2019,Exorcistus,"My 10 year old nephew LOVES super heroes and he's watched all Marvel and DC movies, but after 30+ minutes into this one he says: ""This movie is no good. We are wasting our time"".

I couldn't agree more. We forced ourselves to continue watching though, maybe it would get better. It didn't. At times we both laughed at how bad it was.

The 10 year old who (again) LOVES super hero movies suddenly stopped watching while there was still 40 minutes left, he just went out to play instead. At this point I couldn't care less of how things turned out at the end so I just turned it off prematurely.

Just an indication of how failed this movie was, in our opinion."
12 May 2019,weemalky,"How did they get this so wrong?

Absolute travesty, and possibly the most disappointed I've ever been with a movie.

Lately disappointment is a recurring theme, with a string of average or outright terrible ""blockbusters""."
25 August 2019,skov-62663,I really liked Infinity war and really wanted to see the next movie. To my surprise it was pathetic. Thanks God I wathed it on Blu Ray and many scenes I simply skipped.
4 June 2019,adjero,Listen I'll take X-Men over the avengers any day. boring characters
10 May 2019,annieplease,"I'm a huge fan of the MCU, and honestly, I think I've watched Infinity War over 20 times prior to watching Endgame. I had high expectations for the sequel, and actually thought it would be deeper than it turned out to be. Endgame is intricate, yes. But intricately shallow. Here are some things I thought would happen but didn't. First of all, I counted on every line in Infinity War, thinking it would imply something greater in Endgame.

Example 1: When Thanos asked Red Skull ""Where is the Soul Stone?"", Red Skull responded, ""You should know, it extracts a terrible price."" Thanos replied with ""I am prepared,"" and Red Skull said, ""We all think that at first. We are all wrong.""

This led me to think that perhaps in Endgame, Thanos regrets his decision to kill Gamora, and somehow the stone would turn on him or doesn't work the way it should because what he did to her was not really love. He selfishly sacrificed her, and true love is putting someone else's needs before your own. Although this part is sort of redeemed in Endgame when Nat sacrificed herself for Clint (to contrast what Thanos did to Gamora), Endgame still should have shown how Thanos was ""wrong"" in thinking that he could let Gamora go if he did truly love her. Doing so would have also added another facet his character. However, in Endgame, Thanos was not the same as he was in Infinity War. He had no conviction and became even more ruthless in his avenging.

Example 2: Dr. Strange told Tony Stark ""We're in the endgame now"" and ""there was no other way"" right before he turned to dust.

I had high hopes for Dr. Strange and his creative problem-solving skills in Endgame. I thought he had perhaps sent the time stone to the past or future to do some ""work"" prior to handing it over to Thanos. But nope, there was nothing. He handed over the actual stone. There was no manipulation of it. There was also no game plan. Dr. Strange HAD NO PLAN! He basically saw his 14+ million possible outcomes that they would win by some stroke of luck, and bet everything on that one chance (which was a mouse hitting some switches in Ant-Man's time machine van). Wouldn't it have been more intricate if he had sent the stone to the past or future to tamper with time, or to somehow orchestrate events in a way where their winning was more premeditated and planned, than merely by some stroke of luck or some random chance?

Example 3 In Infinity War, when Vision offered to die to save half the universe, Captain American told him, ""We don't trade lives Vision"", and Vision said, ""Captain, 70 years ago you laid down your life to save how many millions of people, tell me why is this any different.""

I thought Captain America would be the one who would sacrifice himself in Endgame, perhaps the one to undo the snap. He was the one who previously laid down his life for millions and perhaps he should have done it in Endgame.

I'm bummed about a few other things. I couldn't relate to the characters as much as I did in Infinity War. Endgame's characters' interactions felt more scripted and robotic.

I wasn't convinced that Morgan was Pepper's daughter. I didn't sense that connection between them. There was no scene of Pepper tending to Morgan in the movie, except for the end when she held Morgan at Tony's funeral. I didn't feel sad at Tony's funeral. Nobody cried there. Yes, he was a true hero, but there should have been some tears. Maybe they all saw that his death was unpreventable, but still, the loss didn't seem emotionally impactful (to me).

I really did not like what they did to Thor in Endgame. They stripped him of his dignity. I thought maybe they would redeem him by the movie's end, but they didn't. He was still fat and no longer desired to lead Asgard. Back on the alcoholism road, maybe? Thor also had both Mjolnir and Stormbreaker in Endgame, yet he couldn't even strike Thanos (who had no stones to empower him this time).

The melding of Banner and Hulk was underwhelming. It was Hulk's extremity that made him The Hulk. Banner-Hulk may seem like ""the best of both worlds,"" but it made the character too palatable, too compromised, and not exciting or powerful. He wasn't a strong fighter like the Hulk, and he just looked like a green Thanos with glasses. There should have been a Hulk and Thanos rematch to redeem the Hulk at least!

Also, how did Captain Marvel come in just the right time at the beginning and the end to help save the day? That end-credit scene in Captain Marvel where she comes back asking ""Where's Fury?"" should have been included in this movie. I also think she should have been included MORE in this movie if she is to be considered an Avenger and a part of the team.

And the ending...how did Captain America age after living a ""normal"" life with Peggy? And even if they did marry, wouldn't he still have looked only 40 years old after she had grown old and died? And what if they had kids? Wouldn't their kids run into Peggy's original kids with her previous husband? Confusing and just odd.

There were a LOT of superheroes in this movie (especially when the snap was reversed), but they all felt like strangers to me. I could not connect with them, perhaps because there was only so much that could be jam packed in 3 hours.

All in all, I thought the movie was good because it was still complex. I loved the action scenes and I enjoyed seeing some characters rekindling with loved ones from their past. However, this movie did fall short in quite a few areas and just wasn't as deep as I had hoped it would be. The time traveling had its own plot holes, and I truly miss Vision and the 2018 Gamora.

I think Infinity War was the better movie. Endgame, by itself, was a good standalone movie, but it wasn't well executed as Infinity War's sequel. Even though Infinity War and Endgame had the same sets of writers and directors, it didn't feel that way. The pacing, plot progression, and division of screen time for actors were handled more aptly in Infinity War, in my opinion."
4 August 2019,kalibr-56231,"What a boring, predictable excuse for a movie. I'm so glad I resisted the hype and didn't suffer through this in the theaters. It's obvious this movies reviews are artificially inflated on this site, just look at all the other negative reviews."
18 May 2019,demenenes,It is getting very boring now. not realistic at all
16 August 2019,Sammie75,I loved all the other movies..but I'm not sure I can even finish watching this...3hours of not getting to the damn point already...
9 August 2019,oliverstrange,"As a huge fan of marvel I can say that the characters I know and love that I expected to see in the grand finalé of a 22-movie saga, where nowhere to be found. Fat Thor was played off for jokes too much. Captain America was more Thor than actual Thor. Professor hulk was just a boring character. Thanos was nothing like how he was in the infinitely superior ""Infinity War"". Time travel rules was just cheap writing. An easy way out of a complex predicament crafted by two people with minimal creative abilities. The plot was littered with holes and just boring. This movie was not exciting. One of my biggest problems was the stupid one-liners and cheap jokes. This movie was not meant to be funny. There is room for humor, but there also needs to be room for plot and suspense and seriousness. Another of my biggest problems was cap lifting mjolnir. I have no problem with him lifting it. But it was anti-climactic. Good idea, but butchered in execution. I don't say this lightly or out of arrogance or vanity, but I, as a 15 year old kid could have created a better movie. Also, the greatest part of the film: Joe Russo got cast as the gay extra in his own movie."
19 May 2019,philip-09175,"What a waste of time. I am so sorry for all the Thor & Hulk fans. I really am. Movie makers played everyone for fools with all the hype. Lord of the Rings and Avatar remains my all time favorite. My advice to all those who havent watched the movie yet, please do yourself a favor and wait for the DVD. It is highly likely that you will feel wasted like me, so at least you will have saved the money."
12 May 2019,vamsi-2390,Not sure about the rave reviews. But was a huge let down. It felt as if they just wanted to end the series . Infinity war could have been a better ending. Lot of flaws on time travel theory as well.
20 May 2019,rukieain,"Time machine was the worst idea ever. I couldn't even understand every inch of the stories, it make no sense to me."
4 August 2019,dritonp,"Quite possibly the worst Avengers film in the series. Plot holes in every single scene, bland and cold acting. Sad really!"
23 July 2019,anthallberg,I haven't watched the movie. It just doesn't deserve 8.7
19 August 2019,woah-24491,"This movie dosent deserve to be this high on IMDb,it was bring and by far the worst avengers movie with a disapointing and predictable outcome,it ruined thanos and the heroes one with no casualties like every superhero movie,endgame was by far the worst most overrated marvel movie"
30 July 2019,dussaultjulien,"I hate how people are saying that this movie is epic, and that all the movies that preceded it were epic as well. There have only been a handful of Marvel movies that have actually been good, and this is not one of them.

Marvel, like The Simpsons, has run out of ideas and is now running off of a therom. If it has the word marvel in it, then it will sell. The story does not matter only the name, and it's finally starting to show, as it has for The Simpsons for years now. And the announcement of new movies is now no longer exciting for me.

Marvel honestly needs to take a step back and take their time in producing movies, as well as shows now too, like some of their most fantastic movies and shows, like the original Iron Man, Guardians of the Galaxy, Ant-Man, and even the Netflix Daredevil, which was surprisingly good and did a great job portraying the character. What the executives at Marvel don't seem to understand is that they in fact are not Epic, they're just putting trash out and unfortunately the masses are gobbling it up. Things become like goats, they'll eat anything that you put in front of them.

End game is one of the most unimpressive movies I've seen in a very long time. I cannot believe that I wasted almost four hours of my life watching this horrible, sad excuse for a superhero movie, if you could even call it that. The only great thing about the past few Marvel movies is the memes that have come out of it. The Russo Brothers Legacy will be the memes that were made from their movies, not the story itself nor the movies. Just because you have the lucasfilm lighting, as well as the CGI company behind you does not make you amazing. What makes anything amazing, story-wise is a good story. End game doesn't even have that! They paid Robert Downey jr. 75 million dollars for the only good scene in the entire film, and it only lasts a couple of seconds. What a waste of money.

For the love of God stop going to see Marvel movies and teach them a lesson to stop making horrible movies they aren't even superhero movies anymore. Stan Lee is gone, even when he was alive he didn't stop these terrible movies from being made, because he believed in Marvel and that it could change the world. In the beginning it did, with the Tobey Maguire Spider-Man's, Iron Man, and all of these amazing Marvel films that were actually well done and good. Stan Lee near the end, just produced these films because that's all that he knew to do. He inherently trusted these people to make great movies, and honestly they failed him and failed the original image of Marvel. Only the comics have stayed true, and even then they've come to PC for my liking, and it's so sad. Marvel won't be getting any more of my money. Hopefully you won't be giving any of yours to them anymore either. I am tired"
18 August 2019,spookybird,"Horrible movie. Boring and poorly written. I don't understand the high rating or the hype. I didn't even finish watching it because it was so awful. I love all of the Marvel movies, but this one was unwatchable. What a waste of a perfectly good Saturday night."
17 August 2019,pmama69,"Boring. Slow. Badly written, poor story.... worst of a bad bunch"
15 August 2019,chi_town_fed,"This was a terrible film. I rented it and feel like I wasted my money. The movie is 3 hours long. 2 of those hours is just nonsense and jabber. Then you get about thirty minutes of the big fight, followed by another thirty minutes of boredom.

Other than being an Avengers movie, no one would rate this garbage very high. CGI is horrible as well. I am glad I did not waste time and money at the theater for this."
31 July 2019,shohag-ldcb,Too much whining! No coherency! Completely convoluted theory about time travelling. I thought they would make something great but what the hell was that!
31 July 2019,juliaoreilly-49525,"Well if I went back in time and told my 14 year old self about this film as she watched the first Iron Man...well she would have been disappointed. This was a horrible, boring film. Waited this long for the film equivalent of a root canal, painful, boring, and way overpriced. Don't feel ashamed if you didn't like this ""film"""
30 July 2019,drgrozozo,"Absolute deconstruction of original characters and the universe, this nonsensical circus seems only aiming to cram as much ""political correctness"", painful attempts at humor and cheap pathos into torturous 3 hours. One can only wish for infinity gauntlet to snap away the bad acting, horrible scenario and hollywood itself."
20 May 2019,kcauppiax,"Just couldn't not finish it. Felt like a Kardashian Endgame. glad i didn't pay, it any money. What has happened to marvel movies in general are those positive reviews bots or bought? There were less than 1/3 action. The rest were full drama, for a almost 3 hour movie doesn't seem realistic."
14 August 2019,nobreaks,"With exception of handful actors play and CGI, this movie lacks in all aspects, thus making it outright pointless."
11 August 2019,adrian-ortiz70,"This movie was disappointing! It didn't make sense to kill off Thanos in the first 10 min of the movie.

The whole timeline opens up to many plot holes.

You can tell Captain a marvel was an afterthought. They literally had he on the movie for 15 min runtime!

This movie could have been saved if:

1. No Time Travel 2. More Captain Marvel 3. Less Grieving scenes, (We get it) 4. More Actjon!!!"
